Date,Temp,EC,pH,Bicarbonate,TKN,Cyano
1988/1/4,26,750,8.1,250.2,1.26,46733.6
1988/1/5,26,750,8.1,250.2,1.26,47472
1988/1/6,28,715,8,245.6,0.9,40687.2
1988/1/7,28,715,8,245.6,0.9,33909.6
1988/1/8,28,715,8,245.6,0.9,27124.8
1988/1/9,28,715,8,245.6,0.9,20347.2
1988/1/10,28,715,8,245.6,0.9,13562.4
1988/1/11,28,715,8,245.6,0.9,6784.8
1988/1/12,28,715,8,245.6,0.9,0
1988/1/13,26,745,8.2,247.1,0.9,244.8
1988/1/14,26,745,8.2,247.1,0.9,496.8
1988/1/15,26,745,8.2,247.1,0.9,741.6
1988/1/16,26,745,8.2,247.1,0.9,986.4
1988/1/17,26,745,8.2,247.1,0.9,1231.2
1988/1/18,26,745,8.2,247.1,0.9,1483.2
1988/1/19,26,745,8.2,247.1,0.9,1728
1988/1/20,26,785,8.1,221.2,0.92,1533.6
1988/1/21,26,785,8.1,221.2,0.92,1346.4
1988/1/22,26,785,8.1,221.2,0.92,1152
1988/1/23,26,785,8.1,221.2,0.92,957.6
1988/1/24,26,785,8.1,221.2,0.92,770.4
1988/1/25,26,785,8.1,221.2,0.92,576
1988/1/26,26,785,8.1,221.2,0.92,381.6
1988/1/27,26,785,8.1,221.2,0.92,194.4
1988/1/28,26,785,8.1,221.2,0.92,0
1988/1/29,24,780,8.3,259.3,0.98,0
1988/1/30,24,780,8.3,259.3,0.98,0
1988/2/1,24,780,8.3,259.3,0.98,0
1988/2/2,24,780,8.3,259.3,0.98,0
1988/2/3,23,780,8.2,260.8,0.78,0
1988/2/4,23,780,8.2,260.8,0.78,0
1988/2/5,23,780,8.2,260.8,0.78,0
1988/2/6,23,780,8.2,260.8,0.78,0
1988/2/7,23,780,8.2,260.8,0.78,0
1988/2/8,23,780,8.2,260.8,0.78,0
1988/2/9,23,780,8.2,260.8,0.78,0
1988/2/10,25,805,8.3,280.1,0.67,14336.8
1988/2/11,25,805,8.3,280.1,0.67,28673.4
1988/2/12,25,805,8.3,280.1,0.67,43010.2
1988/2/13,25,805,8.3,280.1,0.67,57339.8
1988/2/14,25,805,8.3,280.1,0.67,71676.6
1988/2/15,25,805,8.3,280.1,0.67,86013.2
1988/2/16,25,805,8.3,280.1,0.67,100350
1988/2/17,24,840,8.3,293.5,0.98,109881.2
1988/2/18,24,840,8.3,293.5,0.98,119398.2
1988/2/19,24,840,8.3,293.5,0.98,128929.4
1988/2/20,24,840,8.3,293.5,0.98,138460.6
1988/2/21,24,840,8.3,293.5,0.98,147991.8
1988/2/22,24,840,8.3,293.5,0.98,157508.8
1988/2/23,24,840,8.3,293.5,0.98,167040
1988/2/24,25,840,8.3,304.5,0.7,161229.6
1988/2/25,25,840,8.3,304.5,0.7,155412
1988/2/26,25,840,8.3,304.5,0.7,149601.6
1988/2/27,25,840,8.3,304.5,0.7,143784
1988/2/28,25,840,8.3,304.5,0.7,137973.6
1988/2/29,25,840,8.3,304.5,0.7,132156
1988/02/00,25,840,8.3,304.5,0.7,126345.6
1988/3/1,25,840,8.3,304.5,0.7,120528
1988/3/2,24,870,8.2,308.2,0.64,106482.6
1988/3/3,24,870,8.2,308.2,0.64,92444.2
1988/3/4,24,870,8.2,308.2,0.64,78398.8
1988/3/5,24,870,8.2,308.2,0.64,64353.2
1988/3/6,24,870,8.2,308.2,0.64,50307.8
1988/3/7,24,870,8.2,308.2,0.64,36269.4
1988/3/8,24,870,8.2,308.2,0.64,22224
1988/3/9,19,905,8.3,316.4,0.84,26162.8
1988/3/10,19,905,8.3,316.4,0.84,30087.4
1988/3/11,19,905,8.3,316.4,0.84,34026.2
1988/3/12,19,905,8.3,316.4,0.84,37957.8
1988/3/13,19,905,8.3,316.4,0.84,41896.6
1988/3/14,19,905,8.3,316.4,0.84,45821.2
1988/3/15,19,905,8.3,316.4,0.84,49760
1988/3/16,26,910,8.2,321,0.95,49224.6
1988/3/17,26,910,8.2,321,0.95,48703.4
1988/3/18,26,910,8.2,321,0.95,48168
1988/3/19,26,910,8.2,321,0.95,47632.6
1988/3/20,26,910,8.2,321,0.95,47111.4
1988/3/21,26,910,8.2,321,0.95,46576
1988/3/22,22.5,930,8.2,327.1,0.79,50836
1988/3/23,22.5,930,8.2,327.1,0.79,55096
1988/3/24,22.5,930,8.2,327.1,0.79,59356
1988/3/25,22.5,930,8.2,327.1,0.79,63616
1988/3/26,22.5,930,8.2,327.1,0.79,67876
1988/3/27,22.5,930,8.2,327.1,0.79,72136
1988/3/28,22.5,930,8.2,327.1,0.79,76396
1988/3/29,22.5,930,8.2,327.1,0.79,80656
1988/3/30,21,950,8.2,328.3,0.84,75544
1988/4/1,21,950,8.2,328.3,0.84,70432
1988/4/2,21,950,8.2,328.3,0.84,65320
1988/4/3,21,950,8.2,328.3,0.84,60208
1988/4/4,21,950,8.2,328.3,0.84,55096
1988/4/5,21,950,8.2,328.3,0.84,49984
1988/4/6,21,930,8.2,319.1,0.95,46732.2
1988/4/7,21,930,8.2,319.1,0.95,43494.6
1988/4/8,21,930,8.2,319.1,0.95,40242.8
1988/4/9,21,930,8.2,319.1,0.95,37005.2
1988/4/10,21,930,8.2,319.1,0.95,33753.4
1988/4/11,21,930,8.2,319.1,0.95,30515.8
1988/4/12,21,930,8.2,319.1,0.95,27264
1988/4/13,19,955,8.2,257.71,1.12,28746.9
1988/4/14,19,955,8.2,257.71,1.12,30215.6
1988/4/15,19,955,8.2,257.71,1.12,31698.5
1988/4/16,19,955,8.2,257.71,1.12,33181.5
1988/4/17,19,955,8.2,257.71,1.12,34664.4
1988/4/18,19,955,8.2,257.71,1.12,36133.1
1988/4/19,19,955,8.2,257.71,1.12,37616
1988/4/20,18,870,8.2,289.5,1.12,32914
1988/4/21,18,870,8.2,289.5,1.12,28212
1988/4/22,18,870,8.2,289.5,1.12,23510
1988/4/23,18,870,8.2,289.5,1.12,18808
1988/4/24,18,870,8.2,289.5,1.12,14106
1988/4/25,18,870,8.2,289.5,1.12,9404
1988/4/26,18,870,8.2,289.5,1.12,4702
1988/4/27,18,870,8.2,289.5,1.12,0
1988/4/28,21,540,8.2,276.4,0.84,0
1988/4/29,21,540,8.2,276.4,0.84,0
1988/4/30,21,540,8.2,276.4,0.84,0
1988/5/1,21,540,8.2,276.4,0.84,0
1988/5/2,21,540,8.2,276.4,0.84,0
1988/5/3,21,540,8.2,276.4,0.84,0
1988/5/4,18,830,8.2,259.6,0.81,11367.9
1988/5/5,18,830,8.2,259.6,0.81,22735.8
1988/5/6,18,830,8.2,259.6,0.81,34103.7
1988/5/7,18,830,8.2,259.6,0.81,45464.3
1988/5/8,18,830,8.2,259.6,0.81,56832.2
1988/5/9,18,830,8.2,259.6,0.81,68200.1
1988/5/10,18,830,8.2,259.6,0.81,79568
1988/5/11,17,620,8.2,220,0.56,68200.1
1988/5/12,17,620,8.2,220,0.56,56832.2
1988/5/13,17,620,8.2,220,0.56,45464.3
1988/5/14,17,620,8.2,220,0.56,34103.7
1988/5/15,17,620,8.2,220,0.56,22735.8
1988/5/16,17,620,8.2,220,0.56,11367.9
1988/5/17,17,620,8.2,220,0.56,0
1988/5/18,15,525,8.4,203.2,0.81,0
1988/5/19,15,525,8.4,203.2,0.81,0
1988/5/20,15,525,8.4,203.2,0.81,0
1988/5/21,15,525,8.4,203.2,0.81,0
1988/5/22,15,525,8.4,203.2,0.81,0
1988/5/23,15,525,8.4,203.2,0.81,0
1988/5/24,15,525,8.4,203.2,0.81,0
1988/5/25,13,435,7.6,142.8,1.46,0
1988/5/26,13,435,7.6,142.8,1.46,0
1988/5/27,13,435,7.6,142.8,1.46,0
1988/5/28,13,435,7.6,142.8,1.46,0
1988/5/29,13,435,7.6,142.8,1.46,0
1988/5/30,13,435,7.6,142.8,1.46,0
1988/6/1,12,270,7.8,143.42,1.29,0
